"ORDERNUMBER","QUANTITYORDERED","PRICEEACH","ORDERLINENUMBER","SALES","ORDERDATE","STATUS","QTR_ID","MONTH_ID","YEAR_ID","PRODUCTLINE"
10280,26,100,16,3668.6,"11/29/2021 09:00 ","Shipped",3,8,2004,"Vintage Cars"
10288,32,100,5,5875.2,"11/29/2021 08:00 ","Shipped",3,9,2004,"Vintage Cars"
10302,43,100,1,7310,"11/29/2021 07:00","Shipped",4,10,2003,"Vintage Cars"
10312,48,100,17,8078.4,"11/29/2021 06:00 ","Shipped",4,10,2004,"Vintage Cars"
10331,44,74.04,7,3257.76,"11/29/2021 05:00 ","Shipped",4,11,2004,"Vintage Cars"
10344,45,100,1,7650,"11/29/2021 04:00 ","Shipped",4,11,2004,"Vintage Cars"
10367,37,100,3,4703.81,"11/29/2021 03:00 ","Resolved",1,1,2005,"Vintage Cars"
10379,39,100,2,5399.55,"11/29/2021 02:00 ","Shipped",1,2,2005,"Vintage Cars"
10407,76,100,2,14082.8,"11/29/2021 01:00 ","On Hold",2,4,2005,"Vintage Cars"
10420,37,100,5,5283.6,"11/29/2021 00:00 ","In Process",2,5,2005,"Vintage Cars"
10108,38,82.39,2,3130.82,"11/29/2021 23:00","Shipped",1,3,2003,"Classic Cars"
10123,43,72.38,6,3112.34,"11/29/2021 22:00","Shipped",2,5,2003,"Classic Cars"
10135,48,79.31,3,3806.88,"11/29/2021 21:00","Shipped",3,7,2003,"Classic Cars"
10147,26,82.39,3,2142.14,"11/29/2021 20:00","Shipped",3,9,2003,"Classic Cars"
10160,38,88.55,4,3364.9,"11/29/2021 19:00","Shipped",4,10,2003,"Classic Cars"
10170,20,63.14,2,1262.8,"11/29/2021 18:00","Shipped",4,11,2003,"Classic Cars"
10191,23,73.92,10,1626.24,"11/29/2021 17:00","Shipped",4,11,2003,"Classic Cars"
10202,45,90.86,15,4088.7,"11/29/2021 16:00","Shipped",4,11,2003,"Classic Cars"
10203,45,85.47,4,3846.15,"11/29/2021 15:00","Shipped",4,12,2003,"Classic Cars"
10212,20,66.99,14,1339.8,"11/29/2021 14:00","Shipped",1,1,2004,"Classic Cars"
10235,47,64.68,5,3039.96,"11/29/2021 13:00","Shipped",1,2,2004,"Classic Cars"
10239,46,73.92,4,3400.32,"11/29/2021 12:00","Shipped",2,4,2004,"Classic Cars"
10253,23,83.93,9,2030.39,"11/29/2021 11:00","Cancelled",2,6,2004,"Classic Cars"
10266,33,74.69,10,2464.77,"11/29/2021 10:00 ","Shipped",3,7,2004,"Classic Cars"
10278,29,90.86,10,2634.94,"11/29/2021 09:00 ","Shipped",3,8,2004,"Classic Cars"
10287,44,82.39,8,3625.16,"11/29/2021 08:00 ","Shipped",3,8,2004,"Classic Cars"
10300,41,92.4,1,3788.4,"11/29/2021 07:00","Shipped",4,10,2003,"Classic Cars"
10310,20,91.63,6,1932.6,"11/29/2021 06:00 ","Shipped",4,10,2004,"Classic Cars"
10321,37,78.54,14,2905.98,"11/29/2021 05:00 ","Shipped",4,11,2004,"Classic Cars"
10329,29,100,9,2954.81,"11/29/2021 04:00 ","Shipped",4,11,2004,"Classic Cars"
10342,55,65.45,1,3599.75,"11/29/2021 03:00 ","Shipped",4,11,2004,"Classic Cars"
10363,23,100,7,3686.54,"11/29/2021 02:00 ","Shipped",1,1,2005,"Classic Cars"
10377,31,67.76,4,2100.56,"11/29/2021 01:00 ","Shipped",1,2,2005,"Classic Cars"
10389,49,79.23,3,3881.78,"11/29/2021 00:00 ","Shipped",1,3,2005,"Classic Cars"
10405,61,73.92,4,4509.12,"11/29/2021 23:00","Shipped",2,4,2005,"Classic Cars"
10420,39,83.93,9,3273.27,"11/29/2021 22:00","Shipped",2,5,2005,"Classic Cars"
10109,38,100,3,4432.7,"11/29/2021 21:00","Shipped",1,3,2003,"Classic Cars"
10123,31,100,1,4100.99,"11/29/2021 20:00","Shipped",2,5,2003,"Classic Cars"
10136,36,100,1,5274.72,"11/29/2021 19:00","Shipped",3,7,2003,"Classic Cars"
10148,25,100,12,4232,"11/29/2021 18:00","Shipped",3,9,2003,"Classic Cars"
10161,48,100,11,6145.44,"11/29/2021 17:00","Shipped",4,10,2003,"Classic Cars"
10171,35,100,1,4680.2,"11/29/2021 16:00","Shipped",4,11,2003,"Classic Cars"
10191,21,100,5,3286.08,"11/29/2021 15:00","Shipped",4,11,2003,"Classic Cars"
10202,47,100,10,7421.3,"11/29/2021 14:00","Shipped",4,11,2003,"Classic Cars"
10204,38,100,16,6432.64,"11/29/2021 13:00","Shipped",4,12,2003,"Classic Cars"
10212,41,100,9,4840.87,"11/29/2021 12:00","Shipped",1,1,2004,"Classic Cars"
10236,24,100,7,3892.08,"11/29/2021 11:00","Shipped",1,2,2004,"Classic Cars"
10240,37,100,2,5526.32,"11/29/2021 10:00 ","Shipped",2,4,2004,"Classic Cars"
10253,33,100,4,4459.62,"11/29/2021 09:00 ","Cancelled",2,6,2004,"Classic Cars"
10266,49,100,5,6203.4,"11/29/2021 08:00 ","Shipped",3,7,2004,"Classic Cars"
10278,29,100,5,3754.05,"11/29/2021 07:00","Shipped",3,8,2004,"Classic Cars"
10287,24,100,3,3516.48,"11/29/2021 06:00 ","Shipped",3,8,2004,"Classic Cars"
10301,47,100,7,7488.04,"11/29/2021 05:00 ","Shipped",4,10,2003,"Classic Cars"
10310,24,100,1,3448.08,"11/29/2021 04:00 ","Shipped",4,10,2004,"Classic Cars"
10321,25,100,9,3734,"11/29/2021 03:00 ","Shipped",4,11,2004,"Classic Cars"
10331,30,32.47,8,974.1,"11/29/2021 02:00 ","Shipped",4,11,2004,"Classic Cars"
10342,23,100,3,3160.74,"11/29/2021 01:00 ","Shipped",4,11,2004,"Classic Cars"
10356,27,64.69,2,1746.63,"11/29/2021 00:00 ","Shipped",4,12,2004,"Classic Cars"
10366,34,100,3,4207.84,"11/29/2021 23:00","Shipped",1,1,2005,"Classic Cars"
10377,36,100,6,4352.76,"11/29/2021 22:00","Shipped",1,2,2005,"Classic Cars"
10390,34,43.05,15,1463.7,"11/29/2021 21:00","Shipped",1,3,2005,"Classic Cars"
10406,48,100,2,7169.28,"11/29/2021 20:00","Disputed",2,4,2005,"Classic Cars"
10420,34,100,4,4594.76,"11/29/2021 19:00","Shipped",2,5,2005,"Classic Cars"
10104,24,100,8,3457.92,"11/29/2021 18:00","Shipped",1,1,2003,"Classic Cars"
10115,46,100,4,7381.16,"11/29/2021 17:00","Shipped",2,4,2003,"Classic Cars"
10127,45,100,10,7146.9,"11/29/2021 16:00","Shipped",2,6,2003,"Classic Cars"
10141,39,100,4,5938.53,"11/29/2021 15:00","Shipped",3,8,2003,"Classic Cars"
10151,43,100,2,7110.91,"11/29/2021 14:00","Shipped",3,9,2003,"Classic Cars"
10165,29,100,11,5032.95,"11/29/2021 13:00","Shipped",4,10,2003,"Classic Cars"
10176,20,100,10,3667.6,"11/29/2021 12:00","Shipped",4,11,2003,"Classic Cars"
10194,46,100,5,7381.16,"11/29/2021 11:00","Shipped",4,11,2003,"Classic Cars"
10205,27,100,5,5128.11,"11/29/2021 10:00 ","Shipped",4,11,2003,"Classic Cars"
10207,44,100,6,7060.24,"11/29/2021 09:00 ","Shipped",4,12,2003,"Classic Cars"
10219,43,100,1,8448.64,"11/29/2021 08:00 ","Shipped",1,2,2004,"Classic Cars"
10230,49,100,8,7300.51,"11/29/2021 07:00","Shipped",1,3,2004,"Classic Cars"
10246,40,100,4,6549.2,"11/29/2021 06:00 ","Shipped",2,5,2004,"Classic Cars"
10259,30,100,3,5697.9,"11/29/2021 05:00 ","Shipped",2,6,2004,"Classic Cars"
10271,50,100,4,9169,"11/29/2021 04:00 ","Shipped",3,7,2004,"Classic Cars"
10282,23,100,13,3238.63,"11/29/2021 03:00 ","Shipped",3,8,2004,"Classic Cars"
10292,26,100,7,4554.94,"11/29/2021 02:00 ","Shipped",3,9,2004,"Classic Cars"
10305,27,100,4,3934.44,"11/29/2021 01:00 ","Shipped",4,10,2004,"Classic Cars"
10314,42,100,13,5776.26,"11/29/2021 00:00 ","Shipped",4,10,2004,"Classic Cars"
10324,47,100,8,7207.45,"11/29/2021 23:00","Shipped",4,11,2004,"Classic Cars"
10336,49,100,6,7460.74,"11/29/2021 22:00","Shipped",4,11,2004,"Classic Cars"
10349,38,100,8,6720.54,"11/29/2021 21:00","Shipped",4,12,2004,"Classic Cars"
10358,20,100,10,2428,"11/29/2021 20:00","Shipped",4,12,2004,"Classic Cars"
10371,25,100,7,2602.25,"11/29/2021 19:00","Shipped",1,1,2005,"Classic Cars"
10382,25,88,5,2300,"11/29/2021 18:00","Shipped",1,2,2005,"Classic Cars"
10412,41,100,4,6712.93,"11/29/2021 17:00","Shipped",2,5,2005,"Classic Cars"
10425,28,100,3,5319.04,"11/29/2021 16:00","In Process",2,5,2005,"Classic Cars"
10100,50,67.8,2,3390,"11/29/2021 15:00","Shipped",1,1,2003,"Vintage Cars"
10110,32,50.25,6,1608,"11/29/2021 14:00","Shipped",1,3,2003,"Vintage Cars"
10124,42,53.88,5,2362.96,"11/29/2021 13:00","Shipped",2,5,2003,"Vintage Cars"
10149,24,62.36,10,1496.64,"11/29/2021 12:00","Shipped",3,9,2003,"Vintage Cars"
10162,27,69.62,8,1979.74,"11/29/2021 11:00","Shipped",4,10,2003,"Vintage Cars"
10173,26,57.51,12,1495.26,"11/29/2021 10:00 ","Shipped",4,11,2003,"Vintage Cars"
10192,38,61.15,9,2323.7,"11/29/2021 09:00 ","Shipped",4,11,2003,"Vintage Cars"
10203,42,59.33,13,2491.86,"11/29/2021 08:00 ","Shipped",4,11,2003,"Vintage Cars"
10204,23,71.44,3,1643.12,"11/29/2021 07:00","Shipped",4,12,2003,"Vintage Cars"
10214,21,62.96,6,1323.16,"11/29/2021 06:00 ","Shipped",1,1,2004,"Vintage Cars"
10237,28,50.85,9,1423.8,"11/29/2021 05:00 ","Shipped",1,3,2004,"Vintage Cars"
10241,33,72.65,1,2397.45,"11/29/2021 04:00 ","Shipped",2,4,2004,"Vintage Cars"
10280,25,62.96,15,1574,"11/29/2021 03:00 ","Shipped",3,8,2004,"Vintage Cars"
10288,28,61.75,4,1729,"11/29/2021 02:00 ","Shipped",3,9,2004,"Vintage Cars"
10303,46,49.04,2,2355.84,"11/29/2021 01:00 ","Shipped",4,10,2004,"Vintage Cars"
10312,30,61.15,16,1934.5,"11/29/2021 00:00 ","Shipped",4,10,2004,"Vintage Cars"
10332,38,84.25,9,3201.5,"11/29/2021 23:00","Shipped",4,11,2004,"Vintage Cars"
10344,40,56.91,2,2376.4,"11/29/2021 22:00","Shipped",4,11,2004,"Vintage Cars"
10367,45,100,4,8884.8,"11/29/2021 21:00","Resolved",1,1,2005,"Vintage Cars"
10379,27,49.3,1,1331.1,"11/29/2021 20:00","Shipped",1,2,2005,"Vintage Cars"
10407,42,72.65,1,3051.3,"11/29/2021 19:00","On Hold",2,4,2005,"Vintage Cars"
10420,36,63.57,4,2388.52,"11/29/2021 18:00","In Process",2,5,2005,"Vintage Cars"
10104,29,100,12,3772.61,"11/29/2021 17:00","Shipped",1,1,2003,"Trucks and Buses"
10114,39,100,3,4164.42,"11/29/2021 16:00","Shipped",2,4,2003,"Trucks and Buses"
10127,45,100,14,6295.95,"11/29/2021 15:00","Shipped",2,6,2003,"Trucks and Buses"
10141,47,100,8,6287.66,"11/29/2021 14:00","Shipped",3,8,2003,"Trucks and Buses"
10151,49,100,6,5412.54,"11/29/2021 13:00","Shipped",3,9,2003,"Trucks and Buses"
10165,46,100,15,5984.14,"11/29/2021 12:00","Shipped",4,10,2003,"Trucks and Buses"
10175,48,100,4,5891.04,"11/29/2021 11:00","Shipped",4,11,2003,"Trucks and Buses"
10194,46,100,9,5984.14,"11/28/2021 23:00","Shipped",4,11,2003,"Trucks and Buses"
10205,35,100,9,3608.15,"11/28/2021 22:00","Shipped",4,11,2003,"Trucks and Buses"
10207,43,100,10,5752.54,"11/28/2021 21:00","Shipped",4,12,2003,"Trucks and Buses"
10239,26,100,4,3765.32,"11/28/2021 20:00","Shipped",1,3,2004,"Trucks and Buses"
10246,23,98.19,8,2159.96,"11/28/2021 19:00","Shipped",2,5,2004,"Trucks and Buses"
10259,34,99.41,7,3379.94,"11/28/2021 18:00","Shipped",2,6,2004,"Trucks and Buses"
10271,50,100,8,5093.5,"11/28/2021 17:00","Shipped",3,7,2004,"Trucks and Buses"
10281,48,100,4,5773.44,"11/28/2021 16:00","Shipped",3,8,2004,"Trucks and Buses"
10292,41,100,11,4528.86,"11/28/2021 15:00","Shipped",3,9,2004,"Trucks and Buses"
10305,36,100,8,4816.08,"11/28/2021 14:00","Shipped",4,10,2004,"Trucks and Buses"
10313,29,100,2,3416.78,"11/28/2021 13:00","Shipped",4,10,2004,"Trucks and Buses"
10324,33,37.48,10,1236.84,"11/28/2021 12:00","Shipped",4,11,2004,"Trucks and Buses"
10334,46,100,6,5814.86,"11/28/2021 11:00","On Hold",4,11,2004,"Trucks and Buses"
10349,38,100,7,5233.48,"11/28/2021 10:00 ","Shipped",4,12,2004,"Trucks and Buses"
10358,20,36.42,11,728.4,"11/28/2021 09:00 ","Shipped",4,12,2004,"Trucks and Buses"
10370,23,100,5,3949,"11/28/2021 08:00 ","Shipped",1,1,2005,"Trucks and Buses"
10383,27,100,11,3843.99,"11/28/2021 07:00","Shipped",1,2,2005,"Trucks and Buses"
10412,56,98.19,8,5498.08,"11/28/2021 06:00 ","Shipped",2,5,2005,"Trucks and Buses"
10425,38,99.41,7,3777.58,"11/28/2021 05:00 ","In Process",2,5,2005,"Trucks and Buses"
10101,25,100,4,3782,"11/28/2021 04:00 ","Shipped",1,1,2003,"Vintage Cars"
10110,33,100,4,3859.68,"11/28/2021 03:00 ","Shipped",1,3,2003,"Vintage Cars"
10124,42,100,3,4431.84,"11/28/2021 02:00 ","Shipped",2,5,2003,"Vintage Cars"
10149,33,100,8,4950.33,"11/28/2021 01:00 ","Shipped",3,9,2003,"Vintage Cars"
10162,38,100,6,4299.7,"11/28/2021 00:00 ","Shipped",4,10,2003,"Vintage Cars"
10173,31,100,10,4492.83,"11/28/2021 23:00","Shipped",4,11,2003,"Vintage Cars"
10192,20,100,7,2312,"11/28/2021 22:00","Shipped",4,11,2003,"Vintage Cars"
10203,44,100,11,4642.88,"11/28/2021 21:00","Shipped",4,11,2003,"Vintage Cars"
10204,26,100,1,3206.32,"11/28/2021 20:00","Shipped",4,12,2003,"Vintage Cars"
10214,27,100,4,3604.23,"11/28/2021 19:00","Shipped",1,1,2004,"Vintage Cars"
10237,46,100,7,7017.76,"11/28/2021 18:00","Shipped",1,3,2004,"Vintage Cars"
10243,47,100,2,6154.19,"11/28/2021 17:00","Shipped",2,4,2004,"Vintage Cars"
10280,37,100,13,4750.8,"11/28/2021 16:00","Shipped",3,8,2004,"Vintage Cars"
10288,31,100,2,3823.92,"11/28/2021 15:00","Shipped",3,9,2004,"Vintage Cars"
10304,24,100,17,2440.8,"11/28/2021 14:00","Shipped",4,10,2004,"Vintage Cars"
10312,31,100,14,4729.36,"11/28/2021 13:00","Shipped",4,10,2004,"Vintage Cars"
10323,50,100,6,12536.5,"11/28/2021 12:00","Shipped",4,11,2004,"Vintage Cars"
10332,35,64.69,8,2364.15,"11/28/2021 11:00","Shipped",4,11,2004,"Vintage Cars"
10344,30,100,3,3928.2,"11/28/2021 10:00 ","Shipped",4,11,2004,"Vintage Cars"
10356,29,100,3,3630.23,"11/28/2021 09:00 ","Shipped",4,12,2004,"Vintage Cars"
10367,27,100,5,4206.07,"11/28/2021 08:00 ","Resolved",1,1,2005,"Vintage Cars"
10380,40,100,10,4931.6,"11/28/2021 07:00","Shipped",1,2,2005,"Vintage Cars"
10390,31,98.99,16,3068.69,"11/28/2021 06:00 ","Shipped",1,3,2005,"Vintage Cars"
10409,6,100,2,785.64,"11/28/2021 05:00 ","Shipped",2,4,2005,"Vintage Cars"
10420,45,100,2,4977,"11/28/2021 04:00 ","In Process",2,5,2005,"Vintage Cars"
10103,23,54.09,2,1199.98,"11/28/2021 03:00 ","Shipped",1,1,2003,"Trucks and Buses"
10114,45,68.67,6,3090.15,"11/28/2021 02:00 ","Shipped",2,4,2003,"Trucks and Buses"
10126,43,65.02,2,2795.86,"11/28/2021 01:00 ","Shipped",2,5,2003,"Trucks and Buses"
10140,46,61.99,2,2851.54,"11/28/2021 00:00 ","Shipped",3,7,2003,"Trucks and Buses"
10151,39,69.28,9,2701.92,"11/28/2021 23:00","Shipped",3,9,2003,"Trucks and Buses"
10165,31,71.1,19,2304.1,"11/28/2021 22:00","Shipped",4,10,2003,"Trucks and Buses"
10175,41,69.28,7,2840.48,"11/28/2021 21:00","Shipped",4,11,2003,"Trucks and Buses"
10194,44,60.16,12,2647.04,"11/28/2021 20:00","Shipped",4,11,2003,"Trucks and Buses"
10204,45,70.49,2,3172.05,"11/28/2021 19:00","Shipped",4,11,2003,"Trucks and Buses"
10207,37,69.89,13,2585.93,"11/28/2021 18:00","Shipped",4,12,2003,"Trucks and Buses"
10217,35,61.38,2,2148.3,"11/28/2021 17:00","Shipped",1,2,2004,"Trucks and Buses"
10239,28,59.55,7,1667.4,"11/28/2021 16:00","Shipped",1,3,2004,"Trucks and Buses"
10246,30,61.99,11,1959.7,"11/28/2021 15:00","Shipped",2,5,2004,"Trucks and Buses"
10259,30,49.23,10,1476.6,"11/28/2021 14:00","Shipped",2,6,2004,"Trucks and Buses"
10271,25,69.28,11,1732,"11/28/2021 13:00","Shipped",3,7,2004,"Trucks and Buses"
10281,29,57.73,7,1674.17,"11/28/2021 12:00","Shipped",3,8,2004,"Trucks and Buses"
10291,26,57.73,2,1500.98,"11/28/2021 11:00","Shipped",3,9,2004,"Trucks and Buses"
10305,41,53.48,11,2192.68,"11/28/2021 10:00 ","Shipped",4,10,2004,"Trucks and Buses"
10313,34,52.87,5,1797.58,"11/28/2021 09:00 ","Shipped",4,10,2004,"Trucks and Buses"
10323,35,61.21,11,2142.35,"11/28/2021 08:00 ","Shipped",4,11,2004,"Trucks and Buses"
10334,34,61.38,1,2096.92,"11/28/2021 07:00","On Hold",4,11,2004,"Trucks and Buses"
10347,50,100,8,6834.5,"11/28/2021 06:00 ","Shipped",4,11,2004,"Trucks and Buses"
10357,41,61.99,7,2541.59,"11/28/2021 05:00 ","Shipped",4,12,2004,"Trucks and Buses"
10370,23,96.86,7,2130.92,"11/28/2021 04:00 ","Shipped",1,1,2005,"Trucks and Buses"
10381,35,48.62,7,1701.7,"11/28/2021 03:00 ","Shipped",1,2,2005,"Trucks and Buses"
10391,44,38.5,5,1694,"11/28/2021 02:00 ","Shipped",1,3,2005,"Trucks and Buses"
10412,47,61.99,11,2913.53,"11/28/2021 01:00 ","Shipped",2,5,2005,"Trucks and Buses"
10425,20,49.23,10,935.19,"11/28/2021 00:00 ","In Process",2,5,2005,"Trucks and Buses"
10106,34,90.39,2,3073.26,"11/28/2021 23:00","Shipped",1,2,2003,"Planes"
10120,29,71.81,8,2092.49,"11/28/2021 22:00","Shipped",2,4,2003,"Planes"
10133,49,69.27,3,3394.23,"11/28/2021 21:00","Shipped",2,6,2003,"Planes"
10145,30,85.32,14,2559.6,"11/28/2021 20:00","Shipped",3,8,2003,"Planes"
10168,21,70.96,9,1490.16,"11/28/2021 19:00","Shipped",4,10,2003,"Planes"
10210,50,76.88,7,3844,"11/28/2021 18:00","Shipped",1,1,2004,"Planes"
10233,47,100,9,4724.91,"11/28/2021 17:00","Shipped",1,2,2004,"Planes"
10235,24,76.03,3,1924.72,"11/28/2021 16:00","Shipped",2,4,2004,"Planes"
10250,27,98.84,4,2668.68,"11/28/2021 15:00","Shipped",2,5,2004,"Planes"
10263,33,86.17,10,2843.61,"11/28/2021 14:00","Shipped",2,6,2004,"Planes"
10275,35,90.39,9,3163.65,"11/28/2021 13:00","Shipped",3,7,2004,"Planes"
10284,31,71.81,1,2326.11,"11/28/2021 12:00","Shipped",3,8,2004,"Planes"
10297,25,82.79,4,2069.75,"11/28/2021 11:00","Shipped",3,9,2004,"Planes"
10308,27,82.79,7,2335.33,"11/28/2021 10:00 ","Shipped",4,10,2004,"Planes"
10319,31,100,9,3116.43,"11/28/2021 09:00 ","Shipped",4,11,2004,"Planes"
10327,45,100,8,4781.7,"11/28/2021 08:00 ","Resolved",4,11,2004,"Planes"
10339,27,100,2,2810.7,"11/28/2021 07:00","Shipped",4,11,2004,"Planes"
10353,27,100,1,3515.67,"11/28/2021 06:00 ","Shipped",4,12,2004,"Planes"
10374,42,69.27,2,2909.34,"11/28/2021 05:00 ","Shipped",1,2,2005,"Planes"
10386,21,74.77,19,1570.17,"11/28/2021 04:00 ","Resolved",1,3,2005,"Planes"
10398,34,76.88,15,2613.92,"11/28/2021 03:00 ","Shipped",1,3,2005,"Planes"
10401,42,76.03,3,3203.26,"11/28/2021 02:00 ","On Hold",2,4,2005,"Planes"
10416,15,98.84,4,1482.6,"11/28/2021 01:00 ","Shipped",2,5,2005,"Planes"
10107,29,70.87,6,2055.23,"11/28/2021 00:00 ","Shipped",1,2,2003,"Motorcycles"
10120,46,58.15,4,2674.9,"11/28/2021 23:00","Shipped",2,4,2003,"Motorcycles"
10134,30,61.78,6,1953.4,"11/28/2021 22:00","Shipped",3,7,2003,"Motorcycles"
10145,30,49.67,10,1490.1,"11/28/2021 21:00","Shipped",3,8,2003,"Motorcycles"
10159,42,51.48,19,2162.16,"11/28/2021 20:00","Shipped",4,10,2003,"Motorcycles"
10168,46,61.19,5,2814.28,"11/28/2021 19:00","Shipped",4,10,2003,"Motorcycles"
10190,25,64.2,13,1605,"11/28/2021 18:00","Shipped",4,11,2003,"Motorcycles"
10198,32,65.42,5,2103.44,"11/28/2021 17:00","Shipped",4,11,2003,"Motorcycles"
10201,30,64.81,6,2044.3,"11/28/2021 16:00","Shipped",4,12,2003,"Motorcycles"
10210,40,49.67,3,2086.8,"11/28/2021 15:00","Shipped",1,1,2004,"Motorcycles"
10233,28,60.57,5,1695.96,"11/28/2021 14:00","Shipped",1,2,2004,"Motorcycles"
10236,23,55.72,2,1281.56,"11/28/2021 13:00","Shipped",2,4,2004,"Motorcycles"
10251,29,61.19,6,1774.23,"11/28/2021 12:00","Shipped",2,5,2004,"Motorcycles"
10263,34,58.75,6,2097.5,"11/28/2021 11:00","Shipped",2,6,2004,"Motorcycles"
10275,37,63.6,5,2353.2,"11/28/2021 10:00 ","Shipped",3,7,2004,"Motorcycles"
10285,20,49.06,10,981.2,"11/28/2021 09:00 ","Shipped",3,8,2004,"Motorcycles"
10298,32,48.46,2,1550.72,"11/28/2021 08:00 ","Shipped",3,9,2004,"Motorcycles"
10308,34,52.09,3,1771.06,"11/28/2021 07:00","Shipped",4,10,2004,"Motorcycles"
10319,42,52.7,5,2313.4,"11/28/2021 06:00 ","Shipped",4,11,2004,"Motorcycles"
10329,38,100,12,5266.04,"11/28/2021 05:00 ","Shipped",4,11,2004,"Motorcycles"
10339,30,62.16,1,1964.8,"11/28/2021 04:00 ","Shipped",4,11,2004,"Motorcycles"
10362,23,49.67,3,1142.41,"11/28/2021 03:00 ","Shipped",1,1,2005,"Motorcycles"
10374,23,53.3,4,1172.6,"11/28/2021 02:00 ","Shipped",1,2,2005,"Motorcycles"
10389,39,100,5,6981,"11/28/2021 01:00 ","Shipped",1,3,2005,"Motorcycles"
10402,55,55.72,2,3064.6,"11/28/2021 00:00 ","Shipped",2,4,2005,"Motorcycles"
10417,36,61.19,6,2302.48,"11/28/2021 23:00","Disputed",2,5,2005,"Motorcycles"
10101,26,100,1,3773.38,"11/28/2021 22:00","Shipped",1,1,2003,"Vintage Cars"
10110,31,100,1,5074.39,"11/28/2021 21:00","Shipped",1,3,2003,"Vintage Cars"
10125,34,100,2,6483.46,"11/28/2021 20:00","Shipped",2,5,2003,"Vintage Cars"
10139,41,100,8,7956.46,"11/28/2021 19:00","Shipped",3,7,2003,"Vintage Cars"
10149,23,100,5,4230.62,"11/28/2021 18:00","Shipped",3,9,2003,"Vintage Cars"
10162,48,100,3,7210.12,"11/28/2021 17:00","Shipped",4,10,2003,"Vintage Cars"
10173,23,100,7,3452.68,"11/28/2021 16:00","Shipped",4,11,2003,"Vintage Cars"
10192,21,100,4,3047.73,"11/28/2021 15:00","Shipped",4,11,2003,"Vintage Cars"
10203,23,100,8,3675.32,"11/28/2021 14:00","Shipped",4,11,2003,"Vintage Cars"
10205,40,100,3,7492.4,"11/28/2021 13:00","Shipped",4,12,2003,"Vintage Cars"
10214,50,100,1,9534.5,"11/28/2021 12:00","Shipped",1,1,2004,"Vintage Cars"
10237,29,100,4,5579.02,"11/28/2021 11:00","Shipped",1,3,2004,"Vintage Cars"
10244,43,100,8,5950.34,"11/28/2021 10:00 ","Shipped",2,4,2004,"Vintage Cars"
10255,24,100,1,3726,"11/28/2021 09:00 ","Shipped",2,6,2004,"Vintage Cars"
10280,23,100,10,4455,"11/28/2021 08:00 ","Shipped",3,8,2004,"Vintage Cars"
10289,43,100,3,8272.34,"11/28/2021 07:00","Shipped",3,9,2004,"Vintage Cars"
10304,20,100,14,3577.6,"11/28/2021 06:00 ","Shipped",4,10,2004,"Vintage Cars"
10312,25,100,11,3881.25,"11/28/2021 05:00 ","Shipped",4,10,2004,"Vintage Cars"
10323,36,100,2,5797.44,"11/28/2021 04:00 ","Shipped",4,11,2004,"Vintage Cars"
10332,24,52.67,1,1264.08,"11/28/2021 03:00 ","Shipped",4,11,2004,"Vintage Cars"
10347,21,100,6,4815.3,"11/28/2021 02:00 ","Shipped",4,11,2004,"Vintage Cars"
10356,30,100,1,4462.2,"11/28/2021 01:00 ","Shipped",4,12,2004,"Vintage Cars"
10367,32,94.79,7,3033.28,"11/28/2021 00:00 ","Resolved",1,1,2005,"Vintage Cars"
10380,21,47.19,8,990.78,"11/28/2021 23:00","Shipped",1,2,2005,"Vintage Cars"
10390,26,78.11,7,2030.86,"11/28/2021 22:00","Shipped",1,3,2005,"Vintage Cars"
10421,35,100,1,5433.75,"11/28/2021 21:00","In Process",2,5,2005,"Vintage Cars"
10109,26,100,1,3157.44,"11/28/2021 20:00","Shipped",1,3,2003,"Classic Cars"
10123,46,100,3,5161.2,"11/28/2021 19:00","Shipped",2,5,2003,"Classic Cars"
10137,37,100,3,4346.76,"11/28/2021 18:00","Shipped",3,7,2003,"Classic Cars"
10148,27,100,10,3528.36,"11/28/2021 17:00","Shipped",3,9,2003,"Classic Cars"
10161,23,100,9,3197.8,"11/28/2021 16:00","Shipped",4,10,2003,"Classic Cars"
10172,39,100,7,6023.16,"11/28/2021 15:00","Shipped",4,11,2003,"Classic Cars"
10191,27,100,3,3884.76,"11/28/2021 14:00","Shipped",4,11,2003,"Classic Cars"
10202,38,100,8,4965.84,"11/28/2021 13:00","Shipped",4,11,2003,"Classic Cars"
10204,27,100,14,4169.88,"11/28/2021 12:00","Shipped",4,12,2003,"Classic Cars"
10212,40,100,7,4910.4,"11/28/2021 11:00","Shipped",1,1,2004,"Classic Cars"
10236,24,100,5,3231.36,"11/28/2021 10:00 ","Shipped",1,2,2004,"Classic Cars"
10241,44,100,12,6853.44,"11/28/2021 09:00 ","Shipped",2,4,2004,"Classic Cars"
10253,37,100,2,5177.04,"11/28/2021 08:00 ","Cancelled",2,6,2004,"Classic Cars"
10266,20,100,3,2824.8,"11/28/2021 07:00","Shipped",3,7,2004,"Classic Cars"
10278,39,100,3,4324.32,"11/28/2021 06:00 ","Shipped",3,8,2004,"Classic Cars"
10287,44,100,1,5052.96,"11/28/2021 05:00 ","Shipped",3,8,2004,"Classic Cars"
10301,23,100,5,3233.44,"11/28/2021 04:00 ","Shipped",4,10,2003,"Classic Cars"
